allotmentName,date,area
KENDRICK MOUNTAIN,2014-10-08,0
KENDRICK MOUNTAIN,2014-10-15,0
KENDRICK MOUNTAIN,2014-11-01,0
KENDRICK MOUNTAIN,2014-11-08,0
KENDRICK MOUNTAIN,2014-11-15,0
KENDRICK MOUNTAIN,2015-03-01,0
KENDRICK MOUNTAIN,2015-04-01,0
KENDRICK MOUNTAIN,2015-05-01,0
KENDRICK MOUNTAIN,2015-06-01,0
KENDRICK MOUNTAIN,2015-07-01,0
KENDRICK MOUNTAIN,2015-08-01,0
KENDRICK MOUNTAIN,2015-09-01,0
KENDRICK MOUNTAIN,2015-10-01,0
KENDRICK MOUNTAIN,2015-11-01,0
KENDRICK MOUNTAIN,2016-03-01,0
KENDRICK MOUNTAIN,2016-04-01,0
KENDRICK MOUNTAIN,2016-05-01,0
KENDRICK MOUNTAIN,2016-06-01,0
KENDRICK MOUNTAIN,2016-07-01,0
KENDRICK MOUNTAIN,2016-08-01,0
KENDRICK MOUNTAIN,2016-09-01,0
KENDRICK MOUNTAIN,2016-10-01,0
KENDRICK MOUNTAIN,2016-11-01,0
KENDRICK MOUNTAIN,2016-12-01,0
KENDRICK MOUNTAIN,2017-01-01,0
KENDRICK MOUNTAIN,2017-02-01,0
KENDRICK MOUNTAIN,2017-04-01,0
KENDRICK MOUNTAIN,2017-05-01,0
KENDRICK MOUNTAIN,2017-06-01,0
KENDRICK MOUNTAIN,2017-09-01,0
KENDRICK MOUNTAIN,2017-10-01,0
KENDRICK MOUNTAIN,2017-11-01,0
KENDRICK MOUNTAIN,2017-12-01,0
KENDRICK MOUNTAIN,2018-01-01,7
KENDRICK MOUNTAIN,2018-02-01,0
KENDRICK MOUNTAIN,2018-03-01,0
KENDRICK MOUNTAIN,2018-04-01,0
KENDRICK MOUNTAIN,2018-05-01,0
KENDRICK MOUNTAIN,2018-06-01,0
KENDRICK MOUNTAIN,2018-07-01,0
KENDRICK MOUNTAIN,2018-08-01,0
KENDRICK MOUNTAIN,2018-09-01,0
KENDRICK MOUNTAIN,2018-10-01,0
KENDRICK MOUNTAIN,2018-11-01,0
KENDRICK MOUNTAIN,2018-12-01,0
KENDRICK MOUNTAIN,2019-01-01,0
KENDRICK MOUNTAIN,2019-02-01,0
KENDRICK MOUNTAIN,2019-03-01,0
KENDRICK MOUNTAIN,2019-04-01,0
KENDRICK MOUNTAIN,2019-05-01,0
KENDRICK MOUNTAIN,2019-08-01,0
KENDRICK MOUNTAIN,2019-09-01,0
KENDRICK MOUNTAIN,2019-10-01,0
KENDRICK MOUNTAIN,2019-11-01,0
KENDRICK MOUNTAIN,2019-12-01,0
KENDRICK MOUNTAIN,2020-01-01,0
KENDRICK MOUNTAIN,2020-03-01,2
KENDRICK MOUNTAIN,2020-05-01,0
KENDRICK MOUNTAIN,2020-08-01,0
KENDRICK MOUNTAIN,2020-09-01,4
KENDRICK MOUNTAIN,2020-10-01,0
KENDRICK MOUNTAIN,2020-11-01,0
KENDRICK MOUNTAIN,2020-12-01,0
KENDRICK MOUNTAIN,2021-01-01,0
KENDRICK MOUNTAIN,2021-02-01,0
KENDRICK MOUNTAIN,2021-03-01,0
KENDRICK MOUNTAIN,2021-04-01,1
KENDRICK MOUNTAIN,2021-05-01,0
KENDRICK MOUNTAIN,2021-06-01,1
KENDRICK MOUNTAIN,2021-07-01,2
KNEAR,2013-03-10,0
KNEAR,2013-03-17,0
KNEAR,2013-03-24,0
KNEAR,2013-04-07,0
KNEAR,2013-04-14,0
KNEAR,2013-04-21,0
KNEAR,2013-05-01,0
KNEAR,2013-05-08,0
KNEAR,2013-05-15,0
KNEAR,2013-06-01,0
KNEAR,2013-06-08,0
KNEAR,2013-06-15,0
KNEAR,2013-07-01,0
KNEAR,2013-07-08,0
KNEAR,2013-07-15,0
KNEAR,2013-08-01,0
KNEAR,2013-08-08,0
KNEAR,2013-08-15,0
KNEAR,2013-09-01,0
KNEAR,2013-09-08,0
KNEAR,2013-09-15,0
KNEAR,2013-10-01,0
KNEAR,2013-10-08,0
KNEAR,2013-10-15,0
KNEAR,2013-11-01,0
KNEAR,2013-11-08,0
KNEAR,2013-11-15,0
KNEAR,2014-03-01,0
KNEAR,2014-03-08,0
KNEAR,2014-03-15,0
KNEAR,2014-04-01,0
KNEAR,2014-04-08,0
KNEAR,2014-04-15,0
KNEAR,2014-05-01,0
KNEAR,2014-05-08,0
KNEAR,2014-05-15,0
KNEAR,2014-06-01,0
KNEAR,2014-06-08,0
KNEAR,2014-06-15,0
KNEAR,2014-07-01,0
KNEAR,2014-07-08,0
KNEAR,2014-07-15,0
KNEAR,2014-08-01,0
KNEAR,2014-08-08,0
KNEAR,2014-08-15,0
KNEAR,2014-09-01,0
KNEAR,2014-09-08,0
KNEAR,2014-09-15,0
KNEAR,2014-10-01,0
KNEAR,2014-10-08,0
KNEAR,2014-10-15,0
KNEAR,2014-11-01,0
KNEAR,2014-11-08,0
KNEAR,2014-11-15,0
KNEAR,2015-03-01,0
KNEAR,2015-04-01,0
KNEAR,2015-05-01,0
KNEAR,2015-06-01,0
KNEAR,2015-07-01,0
KNEAR,2015-08-01,0
KNEAR,2015-09-01,0
KNEAR,2015-10-01,0
KNEAR,2015-11-01,0
KNEAR,2016-03-01,0
KNEAR,2016-04-01,0
KNEAR,2016-05-01,0
KNEAR,2016-06-01,0
KNEAR,2016-07-01,0
KNEAR,2016-08-01,0
KNEAR,2016-09-01,0
KNEAR,2016-10-01,0
KNEAR,2016-11-01,0
KNEAR,2016-12-01,0
KNEAR,2017-01-01,0
KNEAR,2017-02-01,0
KNEAR,2017-04-01,0
KNEAR,2017-05-01,0
KNEAR,2017-06-01,0
KNEAR,2017-09-01,0
KNEAR,2017-10-01,0
KNEAR,2017-11-01,0
KNEAR,2017-12-01,0
KNEAR,2018-01-01,0
KNEAR,2018-02-01,0
KNEAR,2018-03-01,0
KNEAR,2018-04-01,0
KNEAR,2018-05-01,0
KNEAR,2018-06-01,0
KNEAR,2018-07-01,0
KNEAR,2018-08-01,0
KNEAR,2018-09-01,0
KNEAR,2018-10-01,0
KNEAR,2018-11-01,0
KNEAR,2018-12-01,0
KNEAR,2019-01-01,0
KNEAR,2019-02-01,0
KNEAR,2019-03-01,0
KNEAR,2019-04-01,0
KNEAR,2019-05-01,0
KNEAR,2019-08-01,0
KNEAR,2019-09-01,0
KNEAR,2019-10-01,0
KNEAR,2019-11-01,0
KNEAR,2019-12-01,0
KNEAR,2020-01-01,0
KNEAR,2020-03-01,0
KNEAR,2020-05-01,0
KNEAR,2020-08-01,0
KNEAR,2020-09-01,0
KNEAR,2020-10-01,0
KNEAR,2020-11-01,0
KNEAR,2020-12-01,0
KNEAR,2021-01-01,0
KNEAR,2021-02-01,0
KNEAR,2021-03-01,0
KNEAR,2021-04-01,0
KNEAR,2021-05-01,0
KNEAR,2021-06-01,0
KNEAR,2021-07-01,0
KP SUMMER,2013-03-10,0
KP SUMMER,2013-03-17,0
KP SUMMER,2013-03-24,0
KP SUMMER,2013-04-07,0
KP SUMMER,2013-04-14,0
KP SUMMER,2013-04-21,0
KP SUMMER,2013-05-01,0
KP SUMMER,2013-05-08,0
KP SUMMER,2013-05-15,0
KP SUMMER,2013-06-01,0
KP SUMMER,2013-06-08,0
KP SUMMER,2013-06-15,0
KP SUMMER,2013-07-01,0
KP SUMMER,2013-07-08,0
KP SUMMER,2013-07-15,0
KP SUMMER,2013-08-01,0
KP SUMMER,2013-08-08,0
KP SUMMER,2013-08-15,0
KP SUMMER,2013-09-01,0
KP SUMMER,2013-09-08,0
KP SUMMER,2013-09-15,0
KP SUMMER,2013-10-01,0
KP SUMMER,2013-10-08,0
KP SUMMER,2013-10-15,0
KP SUMMER,2013-11-01,0
KP SUMMER,2013-11-08,0
KP SUMMER,2013-11-15,0
KP SUMMER,2014-03-01,0
KP SUMMER,2014-03-08,0
KP SUMMER,2014-03-15,0
KP SUMMER,2014-04-01,0
KP SUMMER,2014-04-08,0
KP SUMMER,2014-04-15,0
KP SUMMER,2014-05-01,0
KP SUMMER,2014-05-08,0
KP SUMMER,2014-05-15,0
KP SUMMER,2014-06-01,0
KP SUMMER,2014-06-08,0
KP SUMMER,2014-06-15,0
KP SUMMER,2014-07-01,0
KP SUMMER,2014-07-08,0
KP SUMMER,2014-07-15,0
KP SUMMER,2014-08-01,0
KP SUMMER,2014-08-08,0
KP SUMMER,2014-08-15,0
KP SUMMER,2014-09-01,0
KP SUMMER,2014-09-08,0
KP SUMMER,2014-09-15,0
KP SUMMER,2014-10-01,0
KP SUMMER,2014-10-08,0
KP SUMMER,2014-10-15,0
KP SUMMER,2014-11-01,0
KP SUMMER,2014-11-08,0
KP SUMMER,2014-11-15,0
KP SUMMER,2015-03-01,0
KP SUMMER,2015-04-01,0
KP SUMMER,2015-05-01,0
KP SUMMER,2015-06-01,0
KP SUMMER,2015-07-01,0
KP SUMMER,2015-08-01,0
KP SUMMER,2015-09-01,0
KP SUMMER,2015-10-01,0
KP SUMMER,2015-11-01,0
KP SUMMER,2016-03-01,0
KP SUMMER,2016-04-01,0
KP SUMMER,2016-05-01,0
KP SUMMER,2016-06-01,0
KP SUMMER,2016-07-01,0
KP SUMMER,2016-08-01,0
KP SUMMER,2016-09-01,0
KP SUMMER,2016-10-01,0
KP SUMMER,2016-11-01,0
KP SUMMER,2016-12-01,0
KP SUMMER,2017-01-01,0
KP SUMMER,2017-02-01,0
KP SUMMER,2017-04-01,0
KP SUMMER,2017-05-01,0
KP SUMMER,2017-06-01,0
KP SUMMER,2017-09-01,0
KP SUMMER,2017-10-01,0
KP SUMMER,2017-11-01,0
KP SUMMER,2017-12-01,0
KP SUMMER,2018-01-01,0
KP SUMMER,2018-02-01,0
KP SUMMER,2018-03-01,0
KP SUMMER,2018-04-01,0
KP SUMMER,2018-05-01,0
KP SUMMER,2018-06-01,0
KP SUMMER,2018-07-01,0
KP SUMMER,2018-08-01,0
KP SUMMER,2018-09-01,0
KP SUMMER,2018-10-01,0
KP SUMMER,2018-11-01,0
KP SUMMER,2018-12-01,0
KP SUMMER,2019-01-01,0
KP SUMMER,2019-02-01,0
KP SUMMER,2019-03-01,0
KP SUMMER,2019-04-01,0
KP SUMMER,2019-05-01,0
KP SUMMER,2019-08-01,0
KP SUMMER,2019-09-01,0
KP SUMMER,2019-10-01,0
KP SUMMER,2019-11-01,0
KP SUMMER,2019-12-01,0
KP SUMMER,2020-01-01,0
KP SUMMER,2020-03-01,0
KP SUMMER,2020-05-01,0
KP SUMMER,2020-08-01,0
KP SUMMER,2020-09-01,0
KP SUMMER,2020-10-01,0
KP SUMMER,2020-11-01,0
KP SUMMER,2020-12-01,0
KP SUMMER,2021-01-01,0
KP SUMMER,2021-02-01,0
KP SUMMER,2021-03-01,0
KP SUMMER,2021-04-01,0
KP SUMMER,2021-05-01,0
KP SUMMER,2021-06-01,0
KP SUMMER,2021-07-01,0
KUNDE,2013-03-10,0
KUNDE,2013-03-17,0
KUNDE,2013-03-24,0
KUNDE,2013-04-07,0
KUNDE,2013-04-14,0
KUNDE,2013-04-21,0
KUNDE,2013-05-01,0
KUNDE,2013-05-08,0
KUNDE,2013-05-15,0
KUNDE,2013-06-01,0
KUNDE,2013-06-08,0
KUNDE,2013-06-15,0
KUNDE,2013-07-01,0
KUNDE,2013-07-08,0
KUNDE,2013-07-15,0
KUNDE,2013-08-01,0
KUNDE,2013-08-08,0
KUNDE,2013-08-15,0
KUNDE,2013-09-01,0
KUNDE,2013-09-08,0
KUNDE,2013-09-15,0
KUNDE,2013-10-01,0
KUNDE,2013-10-08,0
KUNDE,2013-10-15,0
KUNDE,2013-11-01,0
KUNDE,2013-11-08,0
KUNDE,2013-11-15,0
KUNDE,2014-03-01,0
KUNDE,2014-03-08,0
KUNDE,2014-03-15,0
KUNDE,2014-04-01,0
KUNDE,2014-04-08,0
KUNDE,2014-04-15,0
KUNDE,2014-05-01,0
KUNDE,2014-05-08,0
KUNDE,2014-05-15,0
KUNDE,2014-06-01,0
KUNDE,2014-06-08,0
KUNDE,2014-06-15,0
KUNDE,2014-07-01,0
KUNDE,2014-07-08,0
KUNDE,2014-07-15,0
KUNDE,2014-08-01,0
KUNDE,2014-08-08,0
KUNDE,2014-08-15,0
KUNDE,2014-09-01,0
KUNDE,2014-09-08,0
KUNDE,2014-09-15,0
KUNDE,2014-10-01,0
KUNDE,2014-10-08,0
KUNDE,2014-10-15,0
KUNDE,2014-11-01,0
KUNDE,2014-11-08,0
KUNDE,2014-11-15,0
KUNDE,2015-03-01,0
KUNDE,2015-04-01,0
KUNDE,2015-05-01,0
KUNDE,2015-06-01,0
KUNDE,2015-07-01,0
KUNDE,2015-08-01,0
KUNDE,2015-09-01,0
KUNDE,2015-10-01,0
KUNDE,2015-11-01,0
KUNDE,2016-03-01,0
KUNDE,2016-04-01,0
KUNDE,2016-05-01,0
KUNDE,2016-06-01,0
KUNDE,2016-07-01,0
KUNDE,2016-08-01,0
KUNDE,2016-09-01,0
KUNDE,2016-10-01,0
KUNDE,2016-11-01,0
KUNDE,2016-12-01,0
KUNDE,2017-01-01,0
KUNDE,2017-02-01,0
KUNDE,2017-04-01,0
KUNDE,2017-05-01,0
KUNDE,2017-06-01,0
KUNDE,2017-09-01,0
KUNDE,2017-10-01,0
KUNDE,2017-11-01,0
KUNDE,2017-12-01,0
KUNDE,2018-01-01,0
KUNDE,2018-02-01,0
KUNDE,2018-03-01,0
KUNDE,2018-04-01,0
KUNDE,2018-05-01,0
KUNDE,2018-06-01,0
KUNDE,2018-07-01,0
KUNDE,2018-08-01,0
KUNDE,2018-09-01,0
KUNDE,2018-10-01,0
KUNDE,2018-11-01,0
KUNDE,2018-12-01,0
KUNDE,2019-01-01,0
KUNDE,2019-02-01,0
KUNDE,2019-03-01,0
KUNDE,2019-04-01,0
KUNDE,2019-05-01,0
KUNDE,2019-08-01,0
KUNDE,2019-09-01,0
KUNDE,2019-10-01,0
KUNDE,2019-11-01,0
KUNDE,2019-12-01,0
KUNDE,2020-01-01,0
KUNDE,2020-03-01,0
KUNDE,2020-05-01,0
KUNDE,2020-08-01,0
KUNDE,2020-09-01,0
KUNDE,2020-10-01,0
KUNDE,2020-11-01,0
KUNDE,2020-12-01,0
KUNDE,2021-01-01,0
KUNDE,2021-02-01,0
KUNDE,2021-03-01,0
KUNDE,2021-04-01,0
KUNDE,2021-05-01,0
KUNDE,2021-06-01,0
KUNDE,2021-07-01,0
LAKE,2013-03-10,0
LAKE,2013-03-17,0
LAKE,2013-03-24,0
LAKE,2013-04-07,0
LAKE,2013-04-14,0
LAKE,2013-04-21,0
LAKE,2013-05-01,0
LAKE,2013-05-08,0
LAKE,2013-05-15,0
LAKE,2013-06-01,0
LAKE,2013-06-08,0
LAKE,2013-06-15,0
LAKE,2013-07-01,0
LAKE,2013-07-08,0
LAKE,2013-07-15,0
LAKE,2013-08-01,0
LAKE,2013-08-08,0
LAKE,2013-08-15,0
LAKE,2013-09-01,0
LAKE,2013-09-08,0
LAKE,2013-09-15,0
LAKE,2013-10-01,0
LAKE,2013-10-08,0
LAKE,2013-10-15,0
LAKE,2013-11-01,0
LAKE,2013-11-08,0
LAKE,2013-11-15,0
LAKE,2014-03-01,0
LAKE,2014-03-08,0
LAKE,2014-03-15,0
LAKE,2014-04-01,0
LAKE,2014-04-08,0
LAKE,2014-04-15,0
LAKE,2014-05-01,0
LAKE,2014-05-08,0
LAKE,2014-05-15,0
LAKE,2014-06-01,0
LAKE,2014-06-08,0
LAKE,2014-06-15,0
LAKE,2014-07-01,0
LAKE,2014-07-08,0
LAKE,2014-07-15,0
LAKE,2014-08-01,0
LAKE,2014-08-08,0
LAKE,2014-08-15,0
LAKE,2014-09-01,0
LAKE,2014-09-08,0
LAKE,2014-09-15,0
LAKE,2014-10-01,0
LAKE,2014-10-08,0
LAKE,2014-10-15,0
LAKE,2014-11-01,0
LAKE,2014-11-08,0
LAKE,2014-11-15,0
LAKE,2015-03-01,0
LAKE,2015-04-01,0
LAKE,2015-05-01,0
LAKE,2015-06-01,0
LAKE,2015-07-01,0
LAKE,2015-08-01,0
LAKE,2015-09-01,0
LAKE,2015-10-01,0
LAKE,2015-11-01,0
LAKE,2016-03-01,0
LAKE,2016-04-01,0
LAKE,2016-05-01,0
LAKE,2016-06-01,0
LAKE,2016-07-01,0
LAKE,2016-08-01,0
LAKE,2016-09-01,0
LAKE,2016-10-01,0
LAKE,2016-11-01,0
LAKE,2016-12-01,0
LAKE,2017-01-01,0
LAKE,2017-02-01,0
LAKE,2017-04-01,0
LAKE,2017-05-01,0
LAKE,2017-06-01,0
LAKE,2017-09-01,0
LAKE,2017-10-01,0
LAKE,2017-11-01,0
LAKE,2017-12-01,0
LAKE,2018-01-01,0
LAKE,2018-02-01,0
LAKE,2018-03-01,0
LAKE,2018-04-01,0
LAKE,2018-05-01,0
LAKE,2018-06-01,0
LAKE,2018-07-01,0
LAKE,2018-08-01,0
LAKE,2018-09-01,0
LAKE,2018-10-01,0
LAKE,2018-11-01,0
LAKE,2018-12-01,0
LAKE,2019-01-01,0
LAKE,2019-02-01,0
LAKE,2019-03-01,0
LAKE,2019-04-01,0
LAKE,2019-05-01,0
LAKE,2019-08-01,0
LAKE,2019-09-01,0
LAKE,2019-10-01,0
LAKE,2019-11-01,0
LAKE,2019-12-01,0
LAKE,2020-01-01,0
LAKE,2020-03-01,0
LAKE,2020-05-01,0
LAKE,2020-08-01,0
LAKE,2020-09-01,0
LAKE,2020-10-01,0
LAKE,2020-11-01,0
LAKE,2020-12-01,0
LAKE,2021-01-01,0
LAKE,2021-02-01,0
LAKE,2021-03-01,0
LAKE,2021-04-01,0
LAKE,2021-05-01,0
LAKE,2021-06-01,0
LAKE,2021-07-01,0
LAKE MARY,2013-03-10,0
LAKE MARY,2013-03-17,0
LAKE MARY,2013-03-24,0
LAKE MARY,2013-04-07,0
LAKE MARY,2013-04-14,0
LAKE MARY,2013-04-21,0
LAKE MARY,2013-05-01,0
LAKE MARY,2013-05-08,0
LAKE MARY,2013-05-15,0
LAKE MARY,2013-06-01,0
LAKE MARY,2013-06-08,0
LAKE MARY,2013-06-15,0
LAKE MARY,2013-07-01,0
LAKE MARY,2013-07-08,0
LAKE MARY,2013-07-15,0
LAKE MARY,2013-08-01,0
LAKE MARY,2013-08-08,0
LAKE MARY,2013-08-15,0
LAKE MARY,2013-09-01,0
LAKE MARY,2013-09-08,0
LAKE MARY,2013-09-15,0
LAKE MARY,2013-10-01,0
LAKE MARY,2013-10-08,0
LAKE MARY,2013-10-15,0
LAKE MARY,2013-11-01,0
LAKE MARY,2013-11-08,0
LAKE MARY,2013-11-15,0
LAKE MARY,2014-03-01,0
LAKE MARY,2014-03-08,0
LAKE MARY,2014-03-15,0
LAKE MARY,2014-04-01,0
LAKE MARY,2014-04-08,0
LAKE MARY,2014-04-15,0
LAKE MARY,2014-05-01,0
LAKE MARY,2014-05-08,0
LAKE MARY,2014-05-15,0
LAKE MARY,2014-06-01,0
LAKE MARY,2014-06-08,0
LAKE MARY,2014-06-15,0
LAKE MARY,2014-07-01,0
LAKE MARY,2014-07-08,0
LAKE MARY,2014-07-15,0
LAKE MARY,2014-08-01,0
LAKE MARY,2014-08-08,0
LAKE MARY,2014-08-15,0
LAKE MARY,2014-09-01,0
LAKE MARY,2014-09-08,0
LAKE MARY,2014-09-15,0
LAKE MARY,2014-10-01,0
LAKE MARY,2014-10-08,0
LAKE MARY,2014-10-15,0
LAKE MARY,2014-11-01,0
LAKE MARY,2014-11-08,0
LAKE MARY,2014-11-15,0
LAKE MARY,2015-03-01,1
LAKE MARY,2015-04-01,0
LAKE MARY,2015-05-01,0
LAKE MARY,2015-06-01,0
LAKE MARY,2015-07-01,0
LAKE MARY,2015-08-01,0
LAKE MARY,2015-09-01,0
LAKE MARY,2015-10-01,1
LAKE MARY,2015-11-01,0
LAKE MARY,2016-03-01,4
LAKE MARY,2016-04-01,2
LAKE MARY,2016-05-01,0
LAKE MARY,2016-06-01,0
LAKE MARY,2016-07-01,0
LAKE MARY,2016-08-01,11
LAKE MARY,2016-09-01,0
LAKE MARY,2016-10-01,3
LAKE MARY,2016-11-01,4
LAKE MARY,2016-12-01,0
LAKE MARY,2017-01-01,0
LAKE MARY,2017-02-01,0
LAKE MARY,2017-04-01,6
LAKE MARY,2017-05-01,0
LAKE MARY,2017-06-01,5
LAKE MARY,2017-09-01,0
LAKE MARY,2017-10-01,0
LAKE MARY,2017-11-01,0
LAKE MARY,2017-12-01,13
LAKE MARY,2018-01-01,14
LAKE MARY,2018-02-01,0
LAKE MARY,2018-03-01,20
LAKE MARY,2018-04-01,4
LAKE MARY,2018-05-01,4
LAKE MARY,2018-06-01,0
LAKE MARY,2018-07-01,0
LAKE MARY,2018-08-01,0
LAKE MARY,2018-09-01,0
LAKE MARY,2018-10-01,8
LAKE MARY,2018-11-01,1
LAKE MARY,2018-12-01,0
LAKE MARY,2019-01-01,0
LAKE MARY,2019-02-01,0
LAKE MARY,2019-03-01,40
LAKE MARY,2019-04-01,0
LAKE MARY,2019-05-01,0
LAKE MARY,2019-08-01,8
LAKE MARY,2019-09-01,0
LAKE MARY,2019-10-01,0
LAKE MARY,2019-11-01,5
LAKE MARY,2019-12-01,7
LAKE MARY,2020-01-01,1
LAKE MARY,2020-03-01,0
LAKE MARY,2020-05-01,0
LAKE MARY,2020-08-01,0
LAKE MARY,2020-09-01,0
LAKE MARY,2020-10-01,0
LAKE MARY,2020-11-01,12
LAKE MARY,2020-12-01,5
LAKE MARY,2021-01-01,25
LAKE MARY,2021-02-01,0
LAKE MARY,2021-03-01,18
LAKE MARY,2021-04-01,0
LAKE MARY,2021-05-01,0
LAKE MARY,2021-06-01,7
LAKE MARY,2021-07-01,14
LAKE MOUNTAIN,2013-03-10,0
LAKE MOUNTAIN,2013-03-17,0
LAKE MOUNTAIN,2013-03-24,0
LAKE MOUNTAIN,2013-04-07,0
LAKE MOUNTAIN,2013-04-14,0
LAKE MOUNTAIN,2013-04-21,0
LAKE MOUNTAIN,2013-05-01,0
LAKE MOUNTAIN,2013-05-08,0
LAKE MOUNTAIN,2013-05-15,0
LAKE MOUNTAIN,2013-06-01,0
LAKE MOUNTAIN,2013-06-08,0
LAKE MOUNTAIN,2013-06-15,0
LAKE MOUNTAIN,2013-07-01,0
LAKE MOUNTAIN,2013-07-08,0
LAKE MOUNTAIN,2013-07-15,0
LAKE MOUNTAIN,2013-08-01,7
LAKE MOUNTAIN,2013-08-08,7
LAKE MOUNTAIN,2013-08-15,7
LAKE MOUNTAIN,2013-09-01,0
LAKE MOUNTAIN,2013-09-08,0
LAKE MOUNTAIN,2013-09-15,0
LAKE MOUNTAIN,2013-10-01,0
LAKE MOUNTAIN,2013-10-08,0
LAKE MOUNTAIN,2013-10-15,0
LAKE MOUNTAIN,2013-11-01,0
LAKE MOUNTAIN,2013-11-08,0
LAKE MOUNTAIN,2013-11-15,0
LAKE MOUNTAIN,2014-03-01,0
LAKE MOUNTAIN,2014-03-08,0
LAKE MOUNTAIN,2014-03-15,0
LAKE MOUNTAIN,2014-04-01,0
LAKE MOUNTAIN,2014-04-08,0
LAKE MOUNTAIN,2014-04-15,0
LAKE MOUNTAIN,2014-05-01,0
LAKE MOUNTAIN,2014-05-08,0
LAKE MOUNTAIN,2014-05-15,0
LAKE MOUNTAIN,2014-06-01,0
LAKE MOUNTAIN,2014-06-08,0
LAKE MOUNTAIN,2014-06-15,0
LAKE MOUNTAIN,2014-07-01,0
LAKE MOUNTAIN,2014-07-08,0
LAKE MOUNTAIN,2014-07-15,0
LAKE MOUNTAIN,2014-08-01,0
LAKE MOUNTAIN,2014-08-08,0
LAKE MOUNTAIN,2014-08-15,0
LAKE MOUNTAIN,2014-09-01,7
LAKE MOUNTAIN,2014-09-08,7
LAKE MOUNTAIN,2014-09-15,7
LAKE MOUNTAIN,2014-10-01,7
LAKE MOUNTAIN,2014-10-08,7
LAKE MOUNTAIN,2014-10-15,7
LAKE MOUNTAIN,2014-11-01,0
LAKE MOUNTAIN,2014-11-08,0
LAKE MOUNTAIN,2014-11-15,0
LAKE MOUNTAIN,2015-03-01,0
LAKE MOUNTAIN,2015-04-01,0
LAKE MOUNTAIN,2015-05-01,0
LAKE MOUNTAIN,2015-06-01,0
LAKE MOUNTAIN,2015-07-01,0
LAKE MOUNTAIN,2015-08-01,0
LAKE MOUNTAIN,2015-09-01,0
LAKE MOUNTAIN,2015-10-01,0
LAKE MOUNTAIN,2015-11-01,3
LAKE MOUNTAIN,2016-03-01,0
LAKE MOUNTAIN,2016-04-01,0
LAKE MOUNTAIN,2016-05-01,0
LAKE MOUNTAIN,2016-06-01,7
LAKE MOUNTAIN,2016-07-01,7
LAKE MOUNTAIN,2016-08-01,0
LAKE MOUNTAIN,2016-09-01,0
LAKE MOUNTAIN,2016-10-01,0
LAKE MOUNTAIN,2016-11-01,0
LAKE MOUNTAIN,2016-12-01,0
LAKE MOUNTAIN,2017-01-01,0
LAKE MOUNTAIN,2017-02-01,0
LAKE MOUNTAIN,2017-04-01,0
LAKE MOUNTAIN,2017-05-01,0
LAKE MOUNTAIN,2017-06-01,0
LAKE MOUNTAIN,2017-09-01,0
LAKE MOUNTAIN,2017-10-01,0
LAKE MOUNTAIN,2017-11-01,0
LAKE MOUNTAIN,2017-12-01,0
LAKE MOUNTAIN,2018-01-01,0
LAKE MOUNTAIN,2018-02-01,0
LAKE MOUNTAIN,2018-03-01,0
LAKE MOUNTAIN,2018-04-01,0
LAKE MOUNTAIN,2018-05-01,0
LAKE MOUNTAIN,2018-06-01,0
LAKE MOUNTAIN,2018-07-01,0
LAKE MOUNTAIN,2018-08-01,0
LAKE MOUNTAIN,2018-09-01,0
LAKE MOUNTAIN,2018-10-01,0
LAKE MOUNTAIN,2018-11-01,0
LAKE MOUNTAIN,2018-12-01,0
LAKE MOUNTAIN,2019-01-01,0
LAKE MOUNTAIN,2019-02-01,0
LAKE MOUNTAIN,2019-03-01,0
LAKE MOUNTAIN,2019-04-01,0
LAKE MOUNTAIN,2019-05-01,0
LAKE MOUNTAIN,2019-08-01,0
LAKE MOUNTAIN,2019-09-01,0
LAKE MOUNTAIN,2019-10-01,0
LAKE MOUNTAIN,2019-11-01,0
LAKE MOUNTAIN,2019-12-01,0
LAKE MOUNTAIN,2020-01-01,0
LAKE MOUNTAIN,2020-03-01,0
LAKE MOUNTAIN,2020-05-01,0
LAKE MOUNTAIN,2020-08-01,0
LAKE MOUNTAIN,2020-09-01,0
LAKE MOUNTAIN,2020-10-01,0
LAKE MOUNTAIN,2020-11-01,0
LAKE MOUNTAIN,2020-12-01,0
LAKE MOUNTAIN,2021-01-01,0
LAKE MOUNTAIN,2021-02-01,0
LAKE MOUNTAIN,2021-03-01,0
LAKE MOUNTAIN,2021-04-01,0
LAKE MOUNTAIN,2021-05-01,0
LAKE MOUNTAIN,2021-06-01,0
LAKE MOUNTAIN,2021-07-01,0
LANE MTN WTSHD,2013-03-10,0
LANE MTN WTSHD,2013-03-17,0
LANE MTN WTSHD,2013-03-24,0
LANE MTN WTSHD,2013-04-07,0
LANE MTN WTSHD,2013-04-14,0
LANE MTN WTSHD,2013-04-21,0
LANE MTN WTSHD,2013-05-01,0
LANE MTN WTSHD,2013-05-08,0
LANE MTN WTSHD,2013-05-15,0
LANE MTN WTSHD,2013-06-01,0
LANE MTN WTSHD,2013-06-08,0
LANE MTN WTSHD,2013-06-15,0
LANE MTN WTSHD,2013-07-01,0
LANE MTN WTSHD,2013-07-08,0
LANE MTN WTSHD,2013-07-15,0
LANE MTN WTSHD,2013-08-01,0
LANE MTN WTSHD,2013-08-08,0
LANE MTN WTSHD,2013-08-15,0
LANE MTN WTSHD,2013-09-01,0
